name,address,province,Longitude,Latitude,congregation,risk_1,risk_2,risk_3,preparedness,emergencyResPlan,warningSystem,permanentBuilding,doorWindow,constructionDoc,earthquakeResistant,buildingEarthquakeImpact,facilityEarthquakeImpact,faciltyEndanger,evacuationPath,evacuationPathVulnerable,evacuationOfficer,emergencyCommission,facingDisasterProg,handlingSkill,specialBudget,interactionGuide,emergencyResponse,raiseFunds,provideTraining,churchEducation,riskreduction,disasterOccurs,economicDev,buildingCode,trainingNeeds,increaseCapacity,disasterResponseSOP,dataRoutine,evacuationSimulation,preparednessTools,competent,lastUpdate,Gempa,Banjir,KekeRingan,Tsunami,Cuaca Ekstrim,Gelombang Ekstrim dan Abrasi,Kebakaran Hutan dan Lahan,Letusan Gunung Berapi,Tanah Longsor,Multi Bahaya,Likuefaksi,Terorisme,Konflik
GBI Jemaat Malaya Palu,Jl. Towua Lrg. Malaya Palu,Sulawesi Tengah,-0.92946,119.8808,70,Gempa bumi,Kebakaran,Wabah penyakit Covid19,Tidak punya,Tidak punya,Tidak punya,Ya,Tidak,Punya,Tidak,Tiang yang miring,Terdampak dan berpotensi membahayakan pengguna/jemaat,Ya,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum ada,"Ibadah minggu, Sekolah Minggu","Khotbah, Poster, Broadcast message WhatsApp Group",Siap,Tidak Ada,Tidak,"Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Epidemi dan wabah penyakit","1. Simulasi Tanggap darurat bencana
2. Pembentukan tim khusus serta pelatihan dalam tiap bidangnya",Tidak,Pendataan Jumlah keseluruhan Jemaat,Tidak,Genset,"BPBD/BNPB, SAR, PMI",2 Mei 2021,#CF3333,#F7EA00,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Bala keselamatan Lekatu,Jalan Malonda RT 02 RW 01 kota palu,Sulawesi tengah,-0.85709,119.8129,700,Gempa bumi,Angin topan/kencang,Epidemi dan wadah penyakit,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Ya,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),LSM/NGO,"Ibadah minggu, Pendalaman Alkitab, Sekolah Minggu",,Tidak siap,Tidak Ada,Ya,"Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Keterampilan psikososial dalam penanganan korban bencana, Epidemi dan wabah penyakit","Simulasi menghadapi bencana, perubahan iklim dan dampaknya, epidemi dan wabah penyakit",Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak), Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)",Tidak,"Lampu senter, Genset","BPBD/BNPB, LSM/NGO Kebencanaan, Kelompok masyarakat peduli bencana",02 Mei 2021,#CF3333,#CF3333,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gkmi jemaat mawar saron,Jalan keledai palu,Sulawesi tengah,-0.92746,119.8859,26,Gempa bumi,Konflik sosial,Terorisme,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Tidak,Tidak Ada,Terdampak tetapi masih ada pada tempatnya,Tidak,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum ada,Tidak Ada,Tidak Ada,Tidak siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana",Sosialisasi mitigasi bagi anak-anak pada saat terjadi gempa,Tidak,Tidak Ada,Tidak,Lampu senter,BPBD/BNPB,2 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
GPID Koinonia Palu,Jalan Tangkasi,Sulawesi Tengah,-0.92881,119.8891,450,Gempa bumi,Wabah penyakit,Konflik sosial,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Tidak,Tidak Ada,Terdampak tetapi masih ada pada tempatnya,Ya,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Tidak Ada,Ibadah minggu,"Khotbah, Broadcast message WhatsApp Group",Tidak siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Keterampilan psikososial dalam penanganan korban bencana",Sosialisasi tentang kebencanaan,Tidak,"Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)",Tidak,Alat pengeras suara,"BPBD/BNPB, SAR, Kelompok masyarakat peduli bencana",2 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
Gereja Masehi Advent Hari Ketujuh Jemaat SetiaBudi Palu,Jln. Setiabudi No. 64 Palu,Sulawesi Tengah,-0.88805,119.8789,178,Gempa Bumi,Tsunami,Likuifaksi,Punya,Tidak Punya,"Punya, tetapi tidak berfungsi",Ya,Ya,Punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Punya,Punya,Punya,Ya,Ya,Ya,Ya,"Gempa Bumi, dll",Insidental dan alokasi anggaran bulanan khusus bencana,"TNI/POLRI, BNPB/BPBD, BNPT (Badan Nasional Penanganan Terorisme)","Ibadah minggu, Pendalaman Alkitab, Sekolah Minggu","Khotbah, Video, Poster, Broadcast message WhatsApp Group",Sedikit siap,Keterampilan,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Tidak Ada ,Tidak,Tidak Ada,"Ya, 1-2 tahun","Lampu senter, Kotak P3K, Alat pemadam kebakaran, Alat pengeras suara, Safety Box berisi dokumen penting, Genset, Ambulans","BPBD/BNPB, SAR, LSM/NGO Kebencanaan",3 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gpid jemaat Manunggal,Jalan Towua no.11 palu,Sulawesi tengah,-0.9198835024,119.877948,1669,Gempa bumi,Epidemi dan wabah penyakit,Konflik sosial antar kelompok,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Tidak,Ringan,Terdampak tetapi masih ada pada tempatnya,Ya,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),BNPB/BPBD,Ibadah minggu,"Khotbah, Video, Poster, Broadcast message WhatsApp Group",Tidak siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Epidemi dan wabah penyakit","Koordinasi dengan semua recorder, penggunaan sarana dan prasarana kebencanaan, pelatihan tahun penyalahgunaan bencana di gereja",Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak), Pendataan golongan darah, Pendataan pekerjaan/kegiatan usaha jemaat",Tidak,"Lampu senter, Kotak P3K, Tandu, Alat pemadam kebakaran, Alat pengeras suara, Genset, Ambulans","BPBD/BNPB, SAR, LSM/NGO Kebencanaan",5 Mei 2021,#CF3333,#F7EA00,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gereja Pantekosta Tabernakel Kristus Kasih,Jl. Basuki Rahmat no.37 A,Sulawesi Tengah,-0.91891,119.8806,150,Gempa bumi,Liquifaksi,Tsunami,Punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Ya,Punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Gempa bumi,Insidental dan alokasi anggaran bulanan khusus bencana,TNI/POLRI,Tidak Ada,Tidak Ada,Sedikit siap,Keterampilan,Tidak,Simulasi menghadapi bencana,Meningkatkan kesiap Siagaan untuk mengantisipasi bencana,Ya,Pendataan golongan darah,Tidak,Lampu senter,BPBD/BNPB,03 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
GPID Pniel Palu,Jl. Cik Di Tiro. No. 20. Palu,Sulawesi Tengah,-0.89282,119.8721,1900,Gempa bumi,Epidemi dan wabah penyakit,Terorisme,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Tidak,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum pernah,"Ibadah minggu, Sekolah Minggu","Khotbah, Broadcast message WhatsApp Group, Warta Jemaat",Sedikit siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit",Pelatihan Simulasi menghadapi bencana,Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak), Pendataan golongan darah, Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)","Ya, 1-2 tahun","Alat pemadam kebakaran, Safety Box berisi dokumen penting, Genset, Ambulans","BPBD/BNPB, LSM/NGO Kebencanaan, PMI",05 April 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
GPID Getsemani Maesa Palu,Jalan Patimura No.15 Palu,Sulawesi Tengah,-0.89955,119.8689,876,Gempa bumi,Epidemi dan wabah penyakit covid 19,Terorisme,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Ya,Ringan,Tidak terdampak,Ya,Punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Tidak,Tidak,Covid 19,Insidental (penggalangan dana/persembahan bencana),Tidak Ada,Ibadah minggu,"Khotbah, Broadcast message WhatsApp Group",Siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme","Pelatihan tentang bencana, kesiap siagaan dalam menghadapi bencana",Tidak,Tidak Ada,Tidak,"Kotak P3K, Alat pemadam kebakaran, Genset","BPBD/BNPB, PMI",30 April 2021,#CF3333,#FF8E00,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
GKST Jemaat Siloam Palu,Jl. Karanjalemba lorong siloam palu,Sulawesi Tengah,-0.93457,119.8905,77,Gempa bumi ,Epidemi dan Wabah Penyakit (Covid 19) ,Konflik sosial antar kelompok /anatar komunitas masyarakat,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Tidak terdampak,Tidak,Punya,Tidak punya jalur evakuasi aksesibel hanya memiliki jalur evakuasi umum,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Ya,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum pernah,"Ibadah minggu, Pendalaman Alkitab, Sekolah Minggu","Khotbah, Video, Broadcast message WhatsApp Group",Siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Program pelatihan /simulasi tanggap darurat bencana ,Tidak,"Pendataan golongan darah, Pendataan pekerjaan/kegiatan usaha jemaat",Tidak,Genset,"BPBD/BNPB, SAR, PMI", 4 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gereja Masehi Protestan Umum Jemaat Filea Palu,Jl. Towua lorong malaya palu,Sulawesi tengah,-0.93062,119.8812,120,Gempa bumi ,Banjir,Epidemi dan wabah penyakit (Covid 19) ,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Ya,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum pernah,"Ibadah minggu, Sekolah Minggu","Khotbah, Video, Poster, Broadcast message WhatsApp Group",Siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT)","Pembangunan  gedung yang permanent yang strukturnya tahan gempa, serta pembentukan tim siaga bencana yang terlatih",Tidak,Pendataan pekerjaan/kegiatan usaha jemaat,Tidak,Semua Tidak Ada,"BPBD/BNPB, LSM/NGO Kebencanaan, Kelompok masyarakat peduli bencana", 4 Mei 2021,#CF3333,#FF8E00,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
GKST Victory Palu,Jl. Ki Hajar Dewantoro Palu lorong Cencer No.10A,Sulawesi Tengah,-0.89168,119.8849,94,Gempa bumi,Angin puting beliung,Tanah longsor,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Ya,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum ada,Ibadah minggu,Khotbah,Siap,Tidak Ada,Ya,Simulasi menghadapi bencana,Sosialisasi dan penguatan dalam menghadapi dan mengantisipasi bencana,Tidak,Tidak Ada,"Ya, > 2 tahun","Lampu senter, Genset","BPBD/BNPB, SAR, LSM/NGO Kebencanaan",01 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
GKST jemaat Gamaliel karanjalemba palu,Jl. Karanjalemba 3 ,Sulawesi tengah,-0.93399,119.8902,123,Gempa bumi,Epidemi dan wabah penyakit (covid 19) ,Konflik sosial antar kelompok/antar komunitas masyarakat,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Tidak terdampak,Ya,Punya,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Tidak,Ya,Tidak,Insidental (penggalangan dana/persembahan bencana),FKUB (Forum Kerukunan Umat Beragama),"Ibadah minggu, Sekolah Minggu","Khotbah, Broadcast message WhatsApp Group",Siap,,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana",Program Pembinaan pada jemaat untuk pelatihan tanggap darurat bencana,Tidak,Tidak Ada,Tidak,"Lampu senter, Genset","SAR, LSM/NGO Kebencanaan, Kelompok masyarakat peduli bencana", 4 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
GPdI Filadelfia Tawaeli,Jl. Biaya Raya No. 127A,Sulawesi Tengah,-0.72125,119.8636,100,Gempa bumi,Pandemi Covid 19,Terorisme,Tidak punya,Tidak punya,Tidak punya,Ya,Tidak,Punya,Belum teruji,Bangunan baru di bangun pasca gempa 28 September 2018,Terdampak dan berpotensi membahayakan pengguna/jemaat,Tidak,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),Belum pernah ada,"Ibadah minggu, Sekolah Minggu","Khotbah, Broadcast message WhatsApp Group",Sedikit siap,,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan",Simulasi tanggap darurat,Tidak,Tidak Ada,Tidak,Genset,Kepolisian, 04 Mei 2021,#FF8E00,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#FF8E00,#FF8E00
Gereja Baptis (KGBI) Galilea Palu,Jl. Zebra Raya No. 60 ,Sulawesi tengah,-0.92731,119.885,90,Gempa bumi,Epidemi dan wabah penyakit (Covid19) ,Terorisme,Tidak Punya,Tidak Punya,Punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Tidak punya,Punya,Punya,Ya,Ya,Ya,Ya,Gempa bumi,Insidental (penggalangan dana/persembahan bencana),BNPB/BPBD,Ibadah minggu,Khotbah,Siap,Tidak Ada,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan",Program pelatihan dan simulasi dalam menghadapi bencana,Tidak,Tidak Ada,Tidak,Genset,"BPBD/BNPB, LSM/NGO Kebencanaan, Kelompok masyarakat peduli bencana", 4 Mei 2021,#CF3333,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#FF8E00
