name,address,province,Longitude,Latitude,congregation,risk_1,risk_2,risk_3,preparedness,emergencyResPlan,warningSystem,permanentBuilding,doorWindow,constructionDoc,earthquakeResistant,buildingEarthquakeImpact,facilityEarthquakeImpact,faciltyEndanger,evacuationPath,evacuationPathVulnerable,evacuationOfficer,emergencyCommission,facingDisasterProg,handlingSkill,specialBudget,interactionGuide,emergencyResponse,raiseFunds,provideTraining,churchEducation,riskreduction,disasterOccurs,economicDev,buildingCode,trainingNeeds,increaseCapacity,disasterResponseSOP,dataRoutine,evacuationSimulation,preparednessTools,competent,lastUpdate,Gempa,Banjir,KekeRingan,Tsunami,Cuaca Ekstrim,Gelombang Ekstrim dan Abrasi,Kebakaran Hutan dan Lahan,Letusan Gunung Berapi,Tanah Longsor,Multi Bahaya,Likuefaksi,Terorisme,Konflik,evacuationGuidePerson,disasterContactPerson
GKJ Gondokusuman,Jl. dr Wahidin Sudirohusodo no 40 Yogyakarta,Daerah Istimewa Yogyakarta,-7.785587775,110.3790847,2500,Bencana alam,Bencana non alam,Bencana sosial,Punya,Punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Tidak terdampak,Tidak,Punya,Punya,Punya,Punya,Ya,Ya,Ya,Ya,Ya,Insidental dan alokasi anggaran bulanan khusus bencana,"TNI/POLRI, BNPB/BPBD, LSM/NGO",Ya,Ya,Sangat siap,Ya,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Terorisme","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Terorisme",Ya,Pendataan penyintas COVID-19,"Ya, > 2 tahun","Peluit, Lampu senter, Lampu darurat, Rompi, Kotak P3K, Peralatan balut bidai, Tandu, Alat pemadam kebakaran, Alat pengeras suara, Safety Box berisi dokumen penting, Genset, Ambulans","BPBD/BNPB, LSM/NGO Kebencanaan","Kamis, 16 September 2021",#F7EA00,#31AA75,#F7EA00,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Punya,Tahu
GKJ Bantul,"Jln. Mgr.Sugiyopranoto, SJ. 169 Bantul Yogyakarta",Daerah Istimewa Yogyakarta,-7.890926821,110.3341282,787,Konflik sosial,Alam,Non alam,Tidak Punya,Tidak Punya,Tidak punya,Ya,Ya,Punya,Belum Teruji,Tidak Ada,Tidak terdampak,Tidak,Tidak punya,Tidak punya,Tidak punya,Punya,Tidak,Ya,Ya,Tidak,Ya,Insidental dan alokasi anggaran bulanan khusus bencana,BNPB/BPBD,Tidak,Ya,Sedikit siap,Ya,Ya,"Interaksi dan konflik sosial, Keterampilan psikososial dalam penanganan korban bencana","Interaksi dan konflik sosial, Keterampilan psikososial dalam penanganan korban bencana",Tidak,"Pendataan penyintas COVID-19, Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi), Pendataan pekerjaan/kegiatan usaha jemaat",Tidak,"Peluit, Helm, Lampu senter, Lampu darurat, Rompi, Kotak P3K, Alat pengeras suara, Genset","BPBD/BNPB, Tim Tanggap Bencana Klasis","Jumat,  16 September 2021",#31AA75,#31AA75,#F7EA00,#31AA75,#F7EA00,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Tidak punya,Tahu
GKJ Kotagede,Jl. Depokan 184 Kotagede Yogyakarta 55172,Daerah Istimewa Yogyakarta,-7.816828693,110.396844,1359,Banjir,wabah Covid-19,Gempa bumi,Tidak Punya,Punya,Tidak punya,Ya,Ya,Tidak Punya,Belum Teruji,Tidak Ada,Tidak terdampak,Tidak,Punya,Punya,Punya,Punya,Tidak,Ya,Ya,Ya,Tidak,Alokasi anggaran khusus bencana (diambilkan dari persembahan bulan khusus bencana),"FKUB (Forum Kerukunan Umat Beragama), LSM/NGO",Tidak,Ya,Sedikit siap,Ya,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit",Ya,"Pendataan penyintas COVID-19, Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)",Tidak,"Peluit, Lampu senter, Rompi, Kotak P3K, Alat pemadam kebakaran, Alat pengeras suara, Genset",SAR,Jumat 17 September 2021,#F7EA00,#31AA75,#F7EA00,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Punya,Tahu
GKJ Wonocatur,Jl. Cendrawasih No 486 Wonocatur Banguntapan Bantul,Daerah Istimewa Yogyakarta,-7.800505133,110.4134838,533,Gempa Bumi,Wabah Penyakit,"Hampir Tidak Ada sebenarnya, hanya pernah tertangkap densus di kampung sekitar gereja",Punya,Punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Punya,Punya,Punya,Tidak,Tidak,Tidak,Ya,Tidak,Insidental (penggalangan dana/persembahan bencana),dari gereja lain,Ya,Ya,Siap,Tidak,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Tidak,Pendataan penyintas COVID-19,Tidak,"Peluit, Kotak P3K, Alat pengeras suara, Genset","BPBD/BNPB, PMI, Kelompok masyarakat peduli bencana",Jumat 17 September 2021,#FF8E00,#CF3333,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Punya,Tahu
GKJ Brayat Kinasih,"Jl. Timoho II/399, Miliran, Muja Muju, Yogyakarta",Daerah Istimewa Yogyakarta,-7.796726384,110.3894559,644,Alam,Non Alam,Sosial,Punya,Punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Punya,Tidak punya,Punya,Punya,Ya,Ya,Ya,Tidak,Ya,Insidental dan alokasi anggaran bulanan khusus bencana,"PMI/SAR/ Damkar (Pemadam Kebakaran), LSM/NGO",Ya,Ya,Siap,Ya,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Interaksi dan konflik sosial, Epidemi dan wabah penyakit","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Interaksi dan konflik sosial, Epidemi dan wabah penyakit",Ya,"Pendataan penyintas COVID-19, Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)","Ya, > 2 tahun","Lampu senter, Rompi, Kotak P3K, Alat pemadam kebakaran, Alat pengeras suara, Genset","BPBD/BNPB, LSM/NGO Kebencanaan, PMI","Selasa, 21 September 2021",#31AA75,#31AA75,#F7EA00,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Punya,Tahu
GKJ Madukismo,"Komplek Timur PG Madukismo, Jogonalan Lor, Tirtonirmolo, Kec. Kasihan, Bantul, Daerah Istimewa Yogyakarta 55181",Daerah Istimewa Yogyakarta,-7.830935828,110.3475012,511,Konflik sosial,Pandemi covid 19,Angin kencang/topan,Tidak punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Ya,Tidak,Ya,Insidental (penggalangan dana/persembahan bencana),"BNPB/BPBD, PMI/SAR/ Damkar (Pemadam Kebakaran), LSM/NGO",Tidak,Tidak,Tidak siap,Ya,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Tidak,"Pendataan golongan darah, Pendataan penyintas COVID-19, Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)",10 tahun yg lalu pasca gempa bumi ,"Peluit, Lampu senter, Kotak P3K, Alat pengeras suara","BPBD/BNPB, SAR, LSM/NGO Kebencanaan, PMI, Kelompok masyarakat peduli bencana",22 September 2021,#F7EA00,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Tidak punya,Tahu
GKJ Bambu Tegalrejo,Demakan Baru TR III Nomor 779 Tegalrejo Yogyakarta,Daerah Istimewa Yogyakarta,-7.790591554,110.352833,246,gunung meletus,Gempa Bumi,konflik sosial antar kelompok,Tidak punya,Tidak punya,Tidak punya,Tidak,Ya,Tidak punya,Tidak,Tidak Ada,belum pernah terdampak,Tidak,Tidak punya,Tidak punya,Tidak punya,Tidak punya,Tidak,Tidak,Tidak,Tidak,Tidak,Alokasi anggaran khusus bencana (diambilkan dari persembahan bulan khusus bencana),dilaksanakan secara klasikal,Tidak,Ya,Tidak siap,Ya,Tidak,"Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme","Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit, Terorisme",Tidak,"Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi), Pendataan pekerjaan/kegiatan usaha jemaat",Tidak,"Lampu senter, Lampu darurat, Safety Box berisi dokumen penting","BPBD/BNPB, Kelompok masyarakat peduli bencana","minggu, 26 September 2021",#FF8E00,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Tidak punya,Tidak Tahu
GKJ Sidomulyo,Jln Parangtritis km 21 Tegal Kuwon Sidomulyo Bambanglipuro Bantul 55764,Daerah Istimewa Yogyakarta,-7.965791126,110.3204284,489,Gempa bumi,Banjir,Angin topan/kencang,Tidak Punya,Punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak dan berpotensi membahayakan pengguna/jemaat,Tidak,Tidak punya,Tidak punya,Tidak punya,Punya,Ya,Ya,Ya,Tidak,Ya,Insidental dan alokasi anggaran bulanan khusus bencana,LSM/NGO,Ya,Ya,Sedikit siap,Ya,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit",Tidak,"Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi), Pendataan pekerjaan/kegiatan usaha jemaat","Ya, pasca gempa sering dilaks mitigasi bencana bagi gereja2","Lampu senter, Kotak P3K, Peralatan balut bidai, Alat pengeras suara","BPBD/BNPB, SAR, LSM/NGO Kebencanaan, PMI, Universitas/lembaga pendidikan","Selasa, 28 September 2021",#CF3333,#FF8E00,#31AA75,#31AA75,#F7EA00,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Tidak punya,Tahu
GKJ Ngulakan,"Sindon, Hargorejo Kokap Kulon Progo ",Daerah Istimewa Yogyakarta,-7.869178119,110.1235753,390,Tanah longsor,Epidemi,Kebebasan beribadah,Punya,Punya,Tidak punya,Ya,Ya,Tidak Punya,Ya,Ringan,Tidak terdampak,Tidak,Tidak punya,Tidak punya,Punya,Punya,Ya,Ya,Ya,Ya,Ya,Insidental dan alokasi anggaran bulanan khusus bencana,"BNPB/BPBD, PMI/SAR/ Damkar (Pemadam Kebakaran), LSM/NGO",Tidak,Ya,Siap,Ya,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Manajemen Barak, Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Keterampilan psikososial dalam penanganan korban bencana, Pelatihan pengelolaan dana dan bantuan, Epidemi dan wabah penyakit",Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak)","Ya, 1-2 tahun",Kotak P3K,"BPBD/BNPB, SAR, LSM/NGO Kebencanaan, PMI, Kelompok masyarakat peduli bencana","Jumat, 1 Oktober 2021",#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#31AA75,#31AA75,#CF3333,#FF8E00,#31AA75,#FF8E00,#FF8E00,Punya,Tahu
GKJ Sumberagung,"Sawo, Sumberagung, Jetis, Bantul",Daerah Istimewa Yogyakarta,-7.910173906,110.3694463,322,gempa bumi,covid 19,banjir,Tidak Punya,Tidak Punya,Tidak Punya,Ya,Ya,Tidak Punya,Tidak,Tidak Ada,Terdampak tetapi masih ada pada tempatnya,Tidak,Tidak punya,Tidak punya,Tidak punya,Punya,Tidak,Ya,Ya,Tidak,Ya,Insidental dan alokasi anggaran bulanan khusus bencana,LSM/NGO,Ya,Ya,Siap,Tidak,Ya,Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD),Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD),Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak)",Tidak,Lampu senter,Kelompok masyarakat peduli bencana,"Rabu, 06 Oktober 2021",#CF3333,#F7EA00,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Tidak punya,Tahu
GKJ Patalan,"Jl. Parangtritis KM 15 Patalan, Jetis, Bantul",Daerah Istimewa Yogyakarta,-7.928344646,110.3505416,354,"Banjir, gempa bumi, gunung meletus, tanah longsor",Konflik sosial,Covid-19,Punya,Punya,Punya,Ya,Ya,Punya,Ya,Tidak Ada,Terdampak dan berpotensi membahayakan pengguna/jemaat,Tidak,Punya,Punya,Punya,Punya,Ya,Ya,Ya,Ya,Ya,Insidental (penggalangan dana/persembahan bencana),"BNPB/BPBD, PMI/SAR/ Damkar (Pemadam Kebakaran), LSM/NGO",Ya,Ya,Sangat siap,Ya,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana",Ya,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak)","Ya, 1-2 tahun","Lampu senter, Kotak P3K, Alat pengeras suara, Safety Box berisi dokumen penting, Genset","BPBD/BNPB, SAR, LSM/NGO Kebencanaan, PMI, Kelompok masyarakat peduli bencana",29 September 2021,#CF3333,#CF3333,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#CF3333,#CF3333,#FF8E00,#31AA75,#FF8E00,#FF8E00,Punya,Tahu
GKJ Jodhog,"Noyopaten, Gilangharjo, Pandak, Bantul",Daerah Istimewa Yogyakarta,-7.910668727,110.3101045,240,Gempa Bumi,Konflik antar masyarakat,Kebebasan beribadah,Tidak Punya,Tidak Punya,Tidak punya,Ya,Ya,Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Tidak punya,Tidak punya,Tidak punya,Punya,Tidak,Tidak,Ya,Tidak,Tidak,Insidental dan alokasi anggaran bulanan khusus bencana,Belum pernah,Ya,Ya,Sedikit siap,Ya,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Pelatihan pengelolaan dana dan bantuan","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Pelatihan pengelolaan dana dan bantuan",Tidak,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak), Pendataan penyintas COVID-19, Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)","Ya, > 2 tahun", Tidak punya,"BPBD/BNPB, LSM/NGO Kebencanaan, Kelompok masyarakat peduli bencana",11/10/2021,#CF3333,#FF8E00,#31AA75,#31AA75,#F7EA00,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Tidak punya,Tahu
GKJ Pundong,"Piring, Srihardono, Pundong, Bantul",Daerah Istimewa Yogyakarta,-7.95768202,110.3436691,385,Banjir,Angin Puting Beliung,Gempa,Tidak Punya,Tidak Punya,Tidak punya,Tidak,Ya,Tidak punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Punya,Punya,Tidak punya,Tidak punya,Belum,Tidak,Tidak,Belum,Tidak,Insidental (penggalangan dana/persembahan bencana),LSM/NGO,Ya,Ya,Sedikit siap,Belum,Ya,"Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana","Pelatihan Pertolongan Pertama pada Gawat Darurat (PPGD), Simulasi menghadapi bencana",Tidak,Sensus data warga,Tidak,Belum punya,BPBD/BNPB,"Senin, 11 Okttober 2021",#F7EA00,#31AA75,#31AA75,#31AA75,#F7EA00,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Tidak punya,Tidak Tahu
GKJ Canden,Sraten Canden Jetis Bantul,Daerah Istimewa Yogyakarta,-7.926454307,110.3627181,280,Gempa bumi,Banjir,Konflik sosial perbedaan agama ,Tidak Punya,Punya,Tidak punya,Ya,Ya,Tidak Punya,Ya,Tidak Ada,Tidak terdampak,Tidak,Punya,Punya,Tidak punya,Punya,Ya,Tidak,Tidak,Tidak,Tidak,Insidental (penggalangan dana/persembahan bencana),FKUB (Forum Kerukunan Umat Beragama),Tidak,Ya,Tidak siap,Tidak,Ya,"Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Epidemi dan wabah penyakit","Rencana Kontijensi Bencana (rencana gereja bergerak bersama jejaring seperti pelatihan dengan BPBD/BNPB/LSM/SAR, dll.), Simulasi menghadapi bencana, Epidemi dan wabah penyakit",Tidak,Tidak Ada,Tidak,"Kotak P3K, Genset",BPBD/BNPB,"Senin, 11 Oktober 2021",#FF8E00,#31AA75,#F7EA00,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Tidak punya,Tidak Tahu
GKJ Suryodiningratan,"Jl. Suryodiningratan no. 43, Yogyakarta",Daerah Istimewa Yogyakarta,-7.817814139,110.3584176,301,Bencana sosial,Bencana alam,Bencana non-alam,Tidak Punya,Tidak punya,Tidak punya,Ya,Ya,Punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Tidak,Punya,Punya,Punya,Punya,Tidak,Ya,Ya,Tidak,Tidak,Insidental dan alokasi anggaran bulanan khusus bencana,TNI/POLRI,Ya,Tidak,Sedikit siap,Tidak,Ya,"Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Disabilitas dan inklusi, Pelatihan pengelolaan dana dan bantuan","Teologi Bencana (Church and Community Transformation Resilience Approach-CCT), Simulasi menghadapi bencana, Interaksi dan konflik sosial, Disabilitas dan inklusi, Pelatihan pengelolaan dana dan bantuan",Ya,"Pendataan kelompok rentan (disabilitas, lansia, ibu hamil, dan anak-anak), Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)",Tidak,Kotak P3K,"BPBD/BNPB, Babinkamtibmas","Senin, 11 Oktober 2021",#31AA75,#31AA75,#F7EA00,#31AA75,#CF3333,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Punya,Tahu
Gereja Baptis Indonesia Ngadinegaran,Jl. DI Panjaitan 29 Yogyakarta,Daerah istimewa Yogyakarta,-7.816440452,110.3625765,215,Angin topan,Covid 19,Berantam antar pemuda,Tidak Punya,Tidak Punya,Punya,Ya,Tidak,Punya,Ya,Ringan,Terdampak tetapi masih ada pada tempatnya,Tidak,Tidak punya,Tidak punya,Punya,Punya,Ya,Ya,Ya,Ya,Ya,Insidental (penggalangan dana/persembahan bencana),"TNI/POLRI, LSM/NGO",Tidak,Ya,Sedikit siap,Ya,Ya,"Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Terorisme","Perubahan iklim dan dampaknya, lingkungan, kualitas, dan kelestarian, Interaksi dan konflik sosial, Disabilitas dan inklusi, Terorisme",Ya,"Pendataan penyintas COVID-19, Pendataan ekonomi jemaat (tingkat perekonomian jemaat, bagaimana cara jemaat mengatasi perubahan kebutuhan ekonomi disaat pandemi)","Ya, 1-2 tahun","Lampu senter, Lampu darurat, Kotak P3K, Peralatan balut bidai, Alat pemadam kebakaran, Alat pengeras suara, Safety Box berisi dokumen penting, Genset","SAR, PMI, Kelompok masyarakat peduli bencana",Rabu 15 September 2021,#FF8E00,#31AA75,#31AA75,#31AA75,#CF3333,#31AA75,#31AA75,#31AA75,#31AA75,#FF8E00,#31AA75,#FF8E00,#FF8E00,Punya,Tahu
